,yrsurv,age,gender,irstrata,fearfail,suskill,opport,knowent,discent,exreason,bstart
23121,2014,40,1,1,2,1,2,2,0,0,2
23123,2014,40,1,1,2,2,2,2,0,0,2
23124,2014,45,1,1,2,2,1,2,0,0,2
23126,2014,32,1,1,2,1,2,2,0,0,2
23129,2014,35,1,1,2,1,1,2,0,0,1
23137,2014,22,1,1,1,1,1,2,0,0,2
23141,2014,28,1,1,2,2,2,2,0,0,2
23142,2014,32,1,1,2,1,2,1,0,0,2
23143,2014,32,1,1,2,1,2,2,0,0,2
23151,2014,50,1,1,2,2,2,2,0,0,1
23152,2014,53,2,1,2,1,1,1,0,0,2
23153,2014,50,1,1,2,1,2,1,0,0,1
23156,2014,19,1,1,2,1,2,1,0,0,1
23161,2014,35,1,1,1,1,2,2,0,0,2
23162,2014,30,1,1,2,1,1,1,0,0,1
23163,2014,42,1,1,1,1,1,2,1,7,1
23164,2014,46,1,1,1,1,2,2,0,0,1
23166,2014,30,2,1,2,1,1,1,0,0,1
23171,2014,30,1,1,2,1,1,2,0,0,1
23181,2014,27,1,1,1,2,2,2,0,0,1
23182,2014,39,1,1,2,1,2,1,0,0,1
23183,2014,34,1,1,2,1,2,2,0,0,1
23184,2014,37,1,1,2,2,2,2,0,0,1
23186,2014,38,1,1,2,1,2,2,0,0,1
23187,2014,64,1,1,1,2,2,2,0,0,1
23191,2014,48,2,1,2,1,1,1,0,0,2
23196,2014,24,2,1,2,1,1,2,0,0,1
23199,2014,20,1,1,2,2,2,1,0,0,1
23201,2014,26,1,1,2,1,1,1,0,0,1
23203,2014,34,2,1,2,1,1,1,0,0,1
23205,2014,42,2,1,1,1,1,1,0,0,1
23207,2014,48,2,1,1,2,2,2,0,0,2
23209,2014,48,1,1,2,1,2,1,0,0,2
23211,2014,64,1,1,2,1,1,2,0,0,1
23212,2014,23,2,1,2,1,1,1,0,0,1
23217,2014,35,1,1,2,1,1,1,0,0,1
23221,2014,32,1,1,2,1,2,2,0,0,1
23223,2014,28,1,1,2,1,2,1,0,0,1
23227,2014,34,2,1,1,2,1,2,0,0,1
23229,2014,36,1,1,1,1,2,1,0,0,2
23239,2014,28,1,1,1,1,1,1,0,0,1
23243,2014,32,2,1,2,1,1,2,0,0,2
23244,2014,45,1,1,2,1,1,1,0,0,1
23245,2014,35,1,1,2,1,1,1,0,0,1
23246,2014,24,1,1,2,1,2,2,0,0,2
23251,2014,56,2,1,2,1,1,1,0,0,1
23252,2014,23,1,1,1,1,2,1,0,0,2
23253,2014,52,1,1,2,1,2,1,0,0,1
23254,2014,26,1,1,2,1,1,1,0,0,1
23255,2014,25,2,1,2,1,2,1,0,0,1
23257,2014,42,1,1,1,1,1,2,0,0,2
23260,2014,25,1,1,1,2,1,1,0,0,1
23261,2014,39,1,1,1,1,1,2,0,0,2
23266,2014,27,2,1,1,2,2,1,0,0,1
23267,2014,54,1,1,2,1,2,2,0,0,2
23278,2014,47,2,1,2,1,2,2,0,0,1
23280,2014,21,1,1,2,1,2,1,0,0,1
23281,2014,28,2,1,2,1,2,2,0,0,2
23286,2014,30,2,1,2,1,2,1,0,0,1
23292,2014,32,1,1,2,1,2,1,1,8,2
23299,2014,27,1,1,2,2,2,2,0,0,2
23300,2014,25,1,1,2,1,-1,1,0,0,1
23305,2014,23,1,1,2,1,1,2,0,0,1
23312,2014,25,1,1,2,1,2,1,1,2,1
23314,2014,45,1,1,2,1,2,1,0,0,1
23318,2014,63,1,1,2,1,2,2,0,0,1
23328,2014,55,1,1,2,1,2,2,0,0,2
23330,2014,37,1,1,2,1,2,2,0,0,2
23331,2014,28,1,1,1,1,1,1,1,2,2
23333,2014,33,1,1,2,1,1,1,0,0,1
23341,2014,24,1,1,2,1,2,2,0,0,2
23342,2014,35,2,1,2,1,2,2,0,0,2
23349,2014,39,1,1,2,1,2,2,0,0,2
23350,2014,18,1,1,2,1,1,1,0,0,2
23354,2014,25,1,1,2,1,2,2,0,0,1
23358,2014,42,1,1,2,1,2,2,0,0,2
23359,2014,21,1,1,2,1,2,1,0,0,2
23360,2014,19,2,1,2,1,1,2,0,0,2
23362,2014,56,1,1,2,1,2,2,0,0,2
23373,2014,55,2,1,2,1,2,2,0,0,2
23374,2014,42,1,1,2,1,1,1,0,0,2
23382,2014,31,1,1,2,1,2,2,0,0,2
23385,2014,36,1,1,2,2,2,2,0,0,2
23386,2014,47,1,1,2,1,2,2,0,0,2
23395,2014,40,1,1,2,1,2,2,0,0,2
23397,2014,32,1,1,2,1,2,2,1,8,2
23398,2014,18,1,1,2,2,1,2,0,0,2
23399,2014,43,1,1,2,1,2,1,0,0,2
23400,2014,37,1,1,2,2,2,1,0,0,2
23401,2014,43,1,1,2,1,2,2,0,0,2
23406,2014,40,1,1,2,2,2,2,0,0,2
23410,2014,35,1,1,1,1,2,1,0,0,2
23420,2014,25,1,1,2,2,2,2,0,0,2
23424,2014,25,1,1,2,1,2,2,0,0,2
23426,2014,23,1,1,2,1,1,2,0,0,1
23434,2014,37,1,1,2,1,1,2,0,0,2
23436,2014,61,1,1,2,1,2,2,0,0,2
23446,2014,28,1,1,2,1,2,1,0,0,2
23447,2014,36,1,1,2,1,2,2,0,0,2
23450,2014,50,1,1,2,1,2,2,0,0,2
23455,2014,39,1,1,2,1,2,2,0,0,2
23459,2014,45,1,1,2,1,2,2,0,0,2
23464,2014,31,1,1,2,1,1,1,0,0,2
23466,2014,30,1,1,2,1,1,1,0,0,2
23468,2014,19,1,1,2,1,2,2,0,0,2
23469,2014,50,1,1,2,2,2,2,0,0,2
23470,2014,33,1,1,2,1,1,2,0,0,2
23485,2014,22,1,1,2,1,2,2,0,0,2
23488,2015,51,2,1,2,1,-1,2,0,0,2
23490,2015,47,1,1,1,1,1,2,0,0,2
23497,2015,34,1,1,2,1,1,2,0,0,2
23498,2015,45,2,5,2,2,-1,1,0,0,-1
23504,2015,24,1,1,2,1,2,1,0,0,2
23506,2015,36,2,1,2,1,2,2,0,0,2
23508,2015,34,1,1,1,1,2,1,0,0,2
23509,2015,60,1,1,2,1,2,2,0,0,2
23510,2015,30,2,5,1,2,1,2,0,0,1
23511,2015,34,1,1,1,1,2,1,1,8,2
23515,2015,26,1,1,2,1,2,1,0,0,2
23517,2015,30,1,1,2,2,2,1,1,8,2
23518,2015,28,1,1,1,1,2,1,0,0,2
23519,2015,37,1,1,2,1,2,1,0,0,1
23521,2015,39,1,1,1,2,1,1,0,0,2
23523,2015,33,1,1,2,1,2,1,0,0,1
23524,2015,47,1,1,1,1,2,2,0,0,2
23525,2015,57,1,1,1,2,2,2,0,0,2
23526,2015,31,1,1,2,2,2,1,0,0,1
23528,2015,23,1,1,2,2,2,2,0,0,2
23529,2015,38,1,1,2,1,1,1,0,0,1
23530,2015,24,1,1,2,2,1,1,0,0,1
23531,2015,38,2,1,1,2,1,2,0,0,2
23532,2015,47,2,1,1,1,2,2,0,0,1
23535,2015,24,2,1,1,2,2,1,0,0,2
23536,2015,23,2,1,1,1,1,1,0,0,2
23537,2015,29,2,1,2,1,2,1,0,0,2
23538,2015,38,2,1,1,2,1,2,0,0,1
23541,2015,20,2,1,1,1,2,2,0,0,2
23542,2015,34,2,1,1,1,2,1,0,0,1
23543,2015,35,2,1,1,2,2,1,1,6,1
23544,2015,39,1,1,1,2,1,1,0,0,2
23549,2015,42,2,1,1,1,2,2,0,0,1
23551,2015,40,1,1,2,1,2,1,0,0,2
23552,2015,26,2,1,1,1,2,1,0,0,1
23557,2015,24,1,1,2,1,1,1,0,0,1
23568,2015,23,2,1,1,1,1,1,0,0,2
23569,2015,48,1,5,2,1,1,1,0,0,2
23570,2015,39,1,1,2,1,2,2,1,6,2
23574,2015,44,1,1,1,1,2,1,0,0,2
23576,2015,54,1,1,2,1,2,1,0,0,2
23579,2015,23,2,1,1,1,1,1,1,8,1
23583,2015,59,1,1,2,2,2,1,0,0,1
23586,2015,55,1,1,2,1,1,1,0,0,2
23590,2015,55,2,1,2,1,1,2,0,0,2
23594,2015,33,1,1,2,1,1,1,0,0,1
23595,2015,29,1,1,2,1,1,1,0,0,1
23596,2015,30,1,1,2,1,1,2,0,0,1
23597,2015,32,1,1,2,1,1,1,0,0,1
23600,2015,27,1,1,2,1,1,2,0,0,1
23601,2015,33,1,1,2,1,2,2,0,0,2
23602,2015,29,1,1,1,1,1,1,0,0,1
23603,2015,31,1,1,2,1,2,2,0,0,1
23604,2015,28,1,1,2,1,1,2,0,0,2
23605,2015,29,1,1,1,1,2,1,1,8,1
23606,2015,28,1,1,-1,1,1,2,0,0,1
23609,2015,34,1,1,1,1,1,2,0,0,1
23611,2015,32,1,1,2,1,2,2,0,0,2
23612,2015,32,1,1,2,1,2,2,0,0,2
23614,2015,30,1,1,2,1,1,1,0,0,1
23617,2015,28,1,1,2,1,2,2,0,0,1
23618,2015,30,1,1,2,1,1,1,0,0,2
23620,2015,32,1,1,1,1,2,1,0,0,2
23622,2015,34,1,1,2,1,1,1,0,0,2
23623,2015,32,1,1,1,1,2,2,0,0,1
23626,2015,33,1,1,1,1,1,1,0,0,1
23627,2015,34,1,1,1,1,1,1,0,0,2
23629,2015,34,1,1,1,1,2,2,0,0,1
23630,2015,30,1,1,1,1,2,1,0,0,2
23635,2015,34,1,1,2,1,1,1,0,0,1
23636,2015,33,1,1,2,1,2,2,0,0,2
23639,2015,33,2,1,2,1,1,1,0,0,2
23640,2015,28,2,1,1,1,2,2,0,0,1
23641,2015,31,2,1,2,1,1,1,0,0,1
23644,2015,33,2,1,1,2,2,2,0,0,2
23646,2015,32,2,1,1,1,2,2,0,0,2
23649,2015,33,2,1,2,1,2,2,0,0,1
23657,2015,33,2,1,1,1,2,2,0,0,2
23660,2015,34,2,1,1,1,2,2,0,0,1
23661,2015,29,2,1,2,1,1,1,0,0,2
23664,2015,34,2,1,1,1,1,2,0,0,2
23665,2015,28,2,1,2,1,1,1,0,0,1
23670,2015,30,2,1,2,1,1,2,0,0,2
23671,2015,34,2,1,2,1,1,2,0,0,1
23676,2015,38,1,1,2,1,1,1,0,0,2
23677,2015,41,1,1,2,1,1,2,1,6,2
23678,2015,39,1,1,2,1,1,1,0,0,1
23679,2015,35,1,1,2,1,1,2,0,0,1
23681,2015,43,1,1,1,1,2,2,0,0,1
23682,2015,38,1,1,2,1,1,1,0,0,2
23685,2015,43,1,1,2,1,2,2,0,0,1
23686,2015,37,1,1,2,1,1,1,0,0,2
23690,2015,35,1,1,2,1,1,2,0,0,1
23691,2015,39,1,1,2,1,1,1,0,0,2
23693,2015,40,1,1,2,1,1,1,0,0,1
23694,2015,36,1,1,2,1,2,2,0,0,2
23695,2015,42,1,1,2,1,1,2,0,0,2
23696,2015,35,1,1,2,1,1,2,0,0,1
23697,2015,39,1,1,2,1,1,1,0,0,2
23698,2015,44,1,1,2,1,1,1,0,0,2
23699,2015,43,1,1,2,1,1,2,0,0,2
23702,2015,38,2,1,1,1,1,1,0,0,2
23712,2015,42,2,1,2,1,1,1,0,0,2
23713,2015,38,2,1,1,2,1,2,0,0,2
23714,2015,44,2,1,2,1,1,2,0,0,1
23718,2015,41,2,1,1,1,1,1,0,0,1
23720,2015,51,1,1,2,1,2,2,0,0,2
23722,2015,50,1,1,2,1,1,1,0,0,2
23723,2015,52,1,1,2,1,1,1,0,0,2
23724,2015,54,1,1,2,1,2,2,0,0,1
23726,2015,47,1,1,2,1,1,2,0,0,2
23727,2015,48,1,1,2,1,1,1,0,0,2
23728,2015,53,1,1,2,1,1,2,0,0,1
23729,2015,51,1,1,2,1,2,2,0,0,2
23730,2015,46,1,1,2,1,1,1,0,0,2
23734,2015,52,1,1,2,1,1,1,0,0,2
23739,2015,51,2,1,1,1,2,2,0,0,2
23743,2015,45,2,1,2,1,2,2,0,0,1
23787,2015,30,1,1,2,1,2,2,0,0,2
23790,2015,32,1,1,2,1,2,1,0,0,2
23792,2015,30,1,1,2,1,2,2,0,0,2
23800,2015,36,1,1,-1,1,-1,2,0,0,2
23819,2015,22,1,1,2,1,1,1,0,0,2
23829,2015,35,2,1,2,1,2,2,0,0,2
23841,2015,50,1,1,2,1,2,2,0,0,2
23848,2015,49,1,1,2,1,2,1,0,0,2
23853,2015,24,1,1,1,1,2,2,0,0,2
23863,2015,24,1,1,2,1,2,1,0,0,2
23866,2015,52,1,1,-1,1,-1,2,0,0,2
23868,2015,24,1,1,2,1,-1,2,0,0,2
23874,2015,32,2,1,1,2,2,2,0,0,2
23875,2015,47,1,1,1,1,1,1,0,0,2
23881,2015,32,1,1,2,1,2,1,0,0,2
23883,2015,32,2,1,1,1,2,2,0,0,1
23887,2015,34,2,1,2,1,1,1,0,0,1
23890,2015,32,1,1,2,2,2,1,0,0,2
23894,2015,60,1,1,2,2,2,2,0,0,2
23898,2015,40,2,1,2,1,2,2,0,0,2
23902,2015,57,1,1,2,1,2,1,1,8,1
23908,2015,59,1,1,2,2,2,2,0,0,2
23909,2015,62,1,1,2,1,1,1,0,0,2
23913,2015,38,2,1,1,1,2,1,0,0,2
23917,2015,47,1,1,2,1,1,1,0,0,1
23919,2015,26,1,1,2,1,2,1,0,0,1
23921,2015,23,1,1,2,1,2,1,0,0,2
23925,2015,35,1,1,1,1,1,2,0,0,1
23926,2015,47,2,1,2,1,1,1,1,2,1
23928,2015,29,2,1,2,1,2,2,0,0,2
23932,2015,30,1,1,2,1,1,1,0,0,1
23933,2015,31,1,1,-2,-2,-2,-2,0,0,1
23934,2015,28,1,1,2,1,2,1,0,0,1
23935,2015,32,1,1,2,1,2,1,0,0,1
23941,2015,47,2,1,2,1,1,2,0,0,1
23950,2015,46,1,1,2,1,1,1,0,0,1
23951,2015,49,1,1,-2,-2,-2,-2,0,0,2
23952,2015,51,1,1,2,1,2,1,0,0,1
23953,2015,35,1,1,1,1,2,2,0,0,1
23956,2015,46,2,1,1,1,2,2,0,0,2
23958,2015,47,2,1,1,1,1,1,0,0,1
23960,2015,45,2,1,2,2,1,2,0,0,2
23962,2015,38,1,1,2,1,2,1,0,0,1
23963,2015,36,1,1,2,1,1,1,0,0,2
23964,2015,42,1,1,2,1,2,2,0,0,1
23965,2015,39,1,1,2,1,1,1,0,0,1
23970,2015,21,1,1,2,1,1,2,0,0,2
23974,2015,24,1,1,2,1,1,2,0,0,1
23975,2015,25,2,1,2,1,1,1,0,0,1
23976,2015,28,2,1,2,1,1,1,0,0,2
23978,2015,29,2,1,2,1,2,2,0,0,1
23980,2015,36,1,1,2,2,1,1,0,0,1
23981,2015,31,1,1,2,2,1,1,1,8,1
23983,2015,22,1,1,2,1,1,1,0,0,1
23988,2015,62,1,1,2,1,1,1,0,0,1
23989,2015,34,1,1,2,1,1,1,0,0,1
23991,2015,30,2,1,2,2,2,2,0,0,1
23995,2015,40,1,1,2,1,1,2,0,0,1
23997,2015,36,1,1,2,1,2,2,0,0,1
23999,2015,53,1,1,2,1,1,1,0,0,2
24002,2015,40,1,1,2,1,1,2,0,0,2
24003,2015,45,2,1,2,1,2,2,0,0,2
24006,2015,22,1,1,2,1,1,1,0,0,2
24012,2015,53,1,1,2,1,-1,2,0,0,2
24015,2015,43,1,1,2,1,2,2,0,0,2
24021,2015,53,1,1,-1,1,-1,2,0,0,2
24036,2015,57,1,1,2,1,1,2,0,0,2
24037,2015,38,1,1,2,1,-1,2,0,0,2
24046,2015,42,1,1,2,1,2,2,0,0,1
24047,2015,34,1,1,1,1,1,1,0,0,1
24049,2015,24,2,1,2,2,2,1,0,0,1
24051,2015,45,1,1,2,1,-1,2,0,0,2
24052,2015,34,2,1,2,1,1,1,0,0,2
24054,2015,36,2,1,2,1,1,1,1,9,1
24055,2015,32,1,1,1,1,1,2,0,0,2
24059,2015,57,2,1,1,1,2,1,0,0,2
24060,2015,52,2,1,1,1,2,1,0,0,1
24061,2015,25,1,1,1,1,1,1,0,0,1
24063,2015,41,2,1,1,1,1,1,0,0,1
24064,2015,43,2,1,2,1,1,1,0,0,1
24065,2015,34,1,1,2,1,1,1,0,0,1
24068,2015,31,1,1,1,1,2,1,0,0,1
24069,2015,32,1,1,1,1,1,1,0,0,1
24070,2015,29,1,1,2,1,1,2,0,0,1
24073,2015,58,1,1,2,1,1,1,0,0,1
24074,2015,27,1,1,1,1,1,1,0,0,1
24075,2015,24,1,1,1,2,2,1,0,0,1
24076,2015,18,1,1,2,1,1,1,0,0,1
24077,2015,32,1,1,2,2,1,1,0,0,1
24078,2015,32,2,1,1,1,1,1,0,0,1
24079,2015,32,1,1,1,1,1,1,1,6,1
24080,2015,28,2,1,2,1,1,1,0,0,1
24081,2015,23,1,1,1,2,2,1,0,0,1
24082,2015,29,1,1,1,1,1,1,0,0,1
24083,2015,32,2,1,2,1,2,1,0,0,1
24084,2015,45,1,1,1,1,2,2,0,0,1
24085,2015,56,1,1,2,1,1,1,0,0,1
24086,2015,24,1,1,1,1,1,1,0,0,1
24087,2015,32,1,1,2,1,1,1,0,0,1
24088,2015,26,2,1,2,2,2,2,0,0,2
24090,2015,27,2,1,1,1,1,1,0,0,1
24091,2015,35,2,1,1,1,1,1,0,0,2
24092,2015,24,2,1,2,2,1,1,0,0,2
24093,2015,27,2,1,2,2,2,2,0,0,1
24094,2015,27,1,1,1,1,2,1,1,6,1
24095,2015,36,2,1,1,1,1,1,0,0,1
24096,2015,34,2,1,1,1,1,1,0,0,1
24097,2015,30,2,1,2,2,1,1,0,0,1
24098,2015,27,2,1,1,1,2,1,0,0,1
24099,2015,45,2,1,1,1,1,1,0,0,1
24100,2015,59,1,1,1,2,2,1,0,0,1
24101,2015,25,2,1,2,1,1,1,0,0,1
24102,2015,32,1,1,1,1,1,1,0,0,1
24104,2015,32,1,1,1,1,2,2,0,0,2
24105,2015,39,2,1,1,1,1,1,0,0,1
24106,2015,35,1,1,1,1,2,1,0,0,2
24107,2015,35,1,1,2,1,1,1,0,0,1
24108,2015,34,1,1,1,1,2,2,0,0,1
24109,2015,32,1,1,2,2,2,1,0,0,2
24110,2015,43,1,1,1,1,1,1,0,0,1
24111,2015,44,1,1,2,1,2,2,0,0,2
24112,2015,35,1,1,2,1,2,2,0,0,2
24113,2015,34,1,1,1,1,2,1,0,0,1
24114,2015,34,1,1,1,1,2,2,0,0,2
24115,2015,35,1,1,1,2,2,2,0,0,2
24116,2015,33,1,1,1,1,1,1,0,0,1
24118,2015,32,1,1,2,1,1,1,0,0,1
24120,2015,30,2,1,1,1,2,1,1,2,2
24121,2015,32,1,1,1,1,2,1,0,0,2
24122,2015,32,1,1,1,1,2,1,0,0,2
24124,2015,32,2,1,1,1,1,1,0,0,2
24125,2015,35,1,1,2,1,1,1,1,2,1
24129,2015,35,2,1,1,1,1,1,1,9,2
24136,2015,32,2,1,1,2,2,1,0,0,2
24138,2015,35,1,1,1,1,2,1,0,0,2
24140,2015,23,1,1,2,1,1,1,0,0,2
24141,2015,32,2,1,2,1,2,1,0,0,2
24142,2015,24,1,1,2,1,2,1,0,0,2
24143,2015,26,1,1,1,1,1,1,0,0,1
24144,2015,23,1,1,1,1,1,1,0,0,1
24146,2015,25,1,1,1,1,1,1,0,0,2
24147,2015,34,1,1,1,1,1,1,0,0,2
24148,2015,25,1,1,2,1,1,1,0,0,1
24149,2015,32,2,1,2,1,-1,1,0,0,2
24151,2015,25,1,1,2,1,2,1,0,0,1
24152,2015,30,2,1,2,1,-2,1,0,0,2
24153,2015,48,1,1,2,1,1,1,0,0,1
24154,2015,32,1,1,2,1,2,1,0,0,2
24155,2015,23,1,1,2,1,1,1,0,0,1
24156,2015,64,1,1,2,2,2,1,0,0,1
24157,2015,32,2,1,2,1,1,1,0,0,1
24158,2015,24,1,1,1,1,1,1,0,0,1
24159,2015,33,2,1,2,1,2,1,0,0,2
24161,2015,26,1,1,1,2,2,1,0,0,2
24162,2015,25,1,1,2,1,1,1,0,0,1
24163,2015,31,1,1,1,2,2,1,0,0,2
24164,2015,36,1,1,1,2,2,1,0,0,2
24169,2015,34,2,2,2,1,1,1,0,0,1
24174,2015,32,1,2,2,2,1,1,0,0,2
24176,2015,32,1,2,-2,-2,-2,-2,0,0,-2
24177,2015,23,1,2,1,1,1,2,0,0,1
24178,2015,24,1,2,2,1,2,1,0,0,1
24179,2015,20,1,2,2,1,2,1,0,0,1
24182,2015,23,1,2,2,2,1,2,0,0,1
24183,2015,22,1,2,-2,-2,-2,-2,0,0,1
24187,2015,23,1,2,1,1,2,2,1,8,1
24188,2015,28,1,2,2,1,2,1,0,0,1
24189,2015,26,1,2,1,2,2,1,0,0,2
24191,2015,26,1,2,-2,-2,-2,2,0,0,1
24192,2015,34,1,2,2,1,2,1,0,0,1
24194,2015,32,1,2,1,2,-1,2,0,0,2
24196,2015,27,1,2,2,1,2,2,0,0,2
24200,2015,34,1,2,2,2,1,2,0,0,1
24201,2015,29,1,2,2,1,1,1,0,0,1
24202,2015,47,1,2,1,2,2,1,0,0,1
24203,2015,47,1,2,2,1,1,1,0,0,1
24204,2015,45,1,2,2,1,1,2,0,0,2
24205,2015,45,1,2,2,1,1,2,0,0,2
24207,2015,49,1,2,2,1,2,1,0,0,2
24208,2015,54,1,2,2,1,2,2,0,0,2
24209,2015,52,1,2,2,1,2,1,0,0,1
24214,2015,22,2,2,-2,-2,-2,-2,0,0,1
24220,2015,40,2,2,2,2,1,2,0,0,2
24221,2015,35,2,2,1,1,2,1,0,0,1
24224,2015,38,2,2,1,1,2,1,0,0,1
24234,2015,33,2,2,1,2,2,2,0,0,2
24236,2015,29,2,2,1,1,2,2,0,0,2
24237,2015,34,2,2,1,1,2,2,0,0,1
24239,2015,28,2,2,1,1,1,1,0,0,1
24240,2015,26,2,2,1,1,1,1,0,0,1
24241,2015,27,2,2,1,1,2,2,0,0,1
24242,2015,34,2,2,2,1,2,2,0,0,2
24243,2015,32,2,2,-2,-2,-2,-2,0,0,1
24247,2015,29,2,2,1,1,2,1,0,0,1
24248,2015,53,1,2,2,1,1,2,0,0,2
24249,2015,51,1,2,2,1,2,2,0,0,1
24250,2015,60,1,2,2,2,2,1,0,0,2
24251,2015,64,1,2,2,2,2,1,0,0,2
24252,2015,58,1,2,2,1,2,2,0,0,1
24258,2015,60,2,2,2,1,1,1,0,0,1
24259,2015,35,1,2,1,1,2,1,0,0,1
24260,2015,35,1,2,2,1,1,2,0,0,2
24261,2015,40,1,2,1,1,2,2,0,0,2
24262,2015,42,1,2,1,2,1,2,0,0,2
24263,2015,38,1,2,2,1,2,1,0,0,1
24264,2015,37,1,2,2,1,1,1,0,0,2
24265,2015,43,1,2,2,1,2,2,0,0,2
24266,2015,42,1,2,1,1,2,1,0,0,2
24267,2015,38,1,2,2,2,1,2,0,0,1
24268,2015,37,1,2,1,2,1,2,0,0,1
24269,2015,20,1,2,2,2,1,2,0,0,2
24273,2015,37,2,2,2,1,2,2,0,0,2
24274,2015,25,1,2,2,1,2,2,1,8,1
24275,2015,28,2,2,1,1,1,1,0,0,2
24276,2015,20,1,2,2,1,-1,2,0,0,1
24278,2015,20,1,2,2,1,1,1,1,7,1
24280,2015,36,1,2,1,1,1,2,0,0,1
24282,2015,36,1,2,2,1,2,1,0,0,1
24284,2015,46,1,2,1,1,1,1,0,0,1
24286,2015,57,1,2,1,1,1,2,1,6,1
24288,2015,20,1,2,1,1,2,2,0,0,1
24290,2015,20,1,2,2,1,2,1,1,9,1
24291,2015,51,2,2,1,1,-1,2,0,0,2
24293,2015,35,2,2,2,1,2,1,0,0,2
24294,2015,18,1,2,1,1,1,1,0,0,1
24296,2015,27,1,2,1,1,2,2,1,8,2
24300,2015,33,1,2,1,2,1,2,0,0,2
24301,2015,36,2,2,1,1,2,2,1,6,1
24308,2015,35,1,2,2,1,1,1,1,8,2
24310,2015,30,1,2,1,2,2,2,0,0,2
24312,2015,31,1,2,2,1,1,2,1,9,1
24314,2015,49,1,2,2,1,1,1,0,0,1
24315,2015,19,2,2,2,1,2,1,0,0,2
24316,2015,27,1,2,1,2,2,2,0,0,2
24318,2015,52,1,2,1,1,2,2,0,0,1
24319,2015,35,2,2,1,1,2,2,1,8,2
24320,2015,29,1,2,2,1,-1,2,0,0,2
24322,2015,26,1,2,2,1,2,1,1,8,1
24324,2015,23,1,2,2,1,2,1,0,0,1
24326,2015,57,1,2,1,1,1,2,0,0,2
24329,2015,30,2,2,1,1,2,2,0,0,2
24330,2015,40,1,2,1,1,2,2,0,0,2
24333,2015,33,2,2,2,1,1,1,0,0,1
24335,2015,32,2,2,2,1,1,1,0,0,1
24338,2015,50,1,2,1,1,1,1,0,0,2
24341,2015,37,2,2,1,1,2,2,1,2,1
24342,2015,37,1,2,1,1,1,2,0,0,2
24344,2015,60,1,2,2,2,2,2,0,0,2
24345,2015,28,2,2,2,1,1,1,0,0,2
24346,2015,34,1,2,1,1,2,1,0,0,2
24348,2015,35,1,2,1,1,1,1,0,0,2
24352,2015,38,1,2,2,1,2,2,1,5,2
24353,2015,33,2,2,2,1,-1,2,0,0,2
24354,2015,20,1,2,1,2,2,1,1,5,2
24356,2015,37,1,2,2,1,-1,2,1,6,1
24358,2015,45,1,2,1,1,2,1,1,8,2
24364,2015,33,1,2,1,1,2,2,0,0,1
24366,2015,54,1,2,1,2,2,2,0,0,2
24368,2015,40,1,2,2,1,1,2,0,0,2
24370,2015,24,1,2,2,1,2,2,0,0,2
24374,2015,19,1,2,2,1,2,2,0,0,1
24375,2015,36,2,2,2,1,2,2,0,0,2
24376,2015,22,1,2,1,2,1,1,0,0,1
24378,2015,50,1,2,2,1,1,2,1,3,1
24380,2015,27,1,2,2,2,-1,1,1,2,2
24383,2015,34,2,2,2,1,2,2,0,0,1
24384,2015,52,1,2,2,1,1,2,0,0,2
24386,2015,37,1,2,1,1,2,2,0,0,2
24388,2015,40,1,2,2,1,1,2,1,1,2
24389,2015,33,2,2,2,1,2,2,0,0,2
24390,2015,20,1,2,2,1,2,2,0,0,1
24392,2015,22,1,2,1,1,2,1,1,0,2
24394,2015,38,1,2,1,1,2,2,0,0,2
24395,2015,27,2,2,1,1,2,2,1,6,1
24396,2015,34,1,2,1,1,2,2,0,0,2
24398,2015,53,1,2,2,2,2,1,0,0,2
24399,2015,20,2,2,1,1,-1,2,0,0,2
24400,2015,29,1,2,2,1,1,2,1,6,1
24401,2015,29,2,2,1,1,2,2,0,0,2
24402,2015,40,1,2,1,1,1,1,1,8,1
24408,2015,28,1,2,2,1,2,1,0,0,2
24410,2015,26,1,2,2,1,2,1,0,0,1
24412,2015,28,1,2,2,1,2,1,0,0,2
24418,2015,19,1,2,2,2,2,2,1,8,1
24420,2015,28,1,2,1,1,2,1,0,0,2
24422,2015,57,1,2,1,1,1,1,0,0,2
24425,2015,55,2,2,2,1,1,2,0,0,2
24426,2015,34,1,2,2,1,1,1,0,0,1
24428,2015,30,1,2,1,1,2,1,1,8,1
24430,2015,23,1,2,2,1,1,1,0,0,2
24433,2015,32,2,2,1,1,2,1,0,0,2
24434,2015,40,1,2,2,1,2,2,1,4,2
24436,2015,32,1,2,1,2,2,2,1,6,1
24437,2015,29,2,2,1,1,2,1,1,2,2
24438,2015,37,1,2,1,1,2,2,0,0,2
24440,2015,40,1,2,1,1,2,1,0,0,2
24442,2015,50,1,2,1,1,2,2,0,0,2
24443,2015,28,2,2,2,1,1,1,0,0,2
24444,2015,27,1,2,1,1,2,2,0,0,2
24445,2015,37,2,2,1,1,2,1,0,0,2
24446,2015,36,1,2,1,1,2,1,1,6,2
24448,2015,32,1,2,2,1,2,1,0,0,2
24453,2015,21,2,2,1,1,1,2,1,8,2
24454,2015,30,1,2,1,2,2,2,0,0,2
24456,2015,52,1,2,2,1,1,1,1,4,2
24457,2015,24,2,2,2,1,2,1,1,8,1
24458,2015,40,1,2,2,1,1,1,0,0,2
24460,2015,39,1,2,1,1,2,2,0,0,2
