,yrsurv,age,gender,irstrata,fearfail,suskill,opport,knowent,discent,exreason,bstart
10077,2011,22,1,6,2,1,-1,1,0,0,2
10083,2011,30,1,6,2,1,2,2,0,0,2
10089,2011,45,1,6,2,1,1,1,0,0,2
10095,2011,51,2,6,2,1,1,1,0,0,2
10096,2011,28,1,6,2,1,1,1,1,0,1
10105,2011,30,1,6,2,1,2,2,0,0,2
10107,2011,28,1,6,2,2,-1,-1,0,0,2
10123,2011,33,1,6,2,1,2,1,0,0,2
10126,2011,34,1,6,2,1,2,2,0,0,2
10128,2011,30,1,6,2,2,1,2,0,0,2
10133,2011,53,2,3,2,2,2,1,0,0,2
10134,2011,56,1,3,2,2,2,2,0,0,2
10135,2011,40,1,3,2,1,1,2,0,0,2
10136,2011,25,1,3,2,2,2,1,0,0,2
10137,2011,24,1,3,2,1,-1,2,0,0,2
10142,2011,52,1,3,2,1,-1,2,0,0,2
10146,2011,28,1,3,2,2,-1,2,0,0,2
10151,2011,48,1,3,2,2,-1,2,0,0,2
10152,2011,28,1,3,1,2,-1,1,0,0,2
10154,2011,43,1,3,2,1,-1,1,0,0,2
10155,2011,23,2,3,-2,-2,-2,-2,0,0,1
10157,2011,40,1,3,2,2,1,2,0,0,2
10158,2011,29,1,3,2,1,-1,1,0,0,2
10160,2011,39,2,3,2,1,2,1,0,0,2
10162,2011,42,2,3,2,2,-1,1,0,0,2
10164,2011,40,2,3,2,2,2,1,0,0,2
10167,2011,35,1,3,1,1,-1,2,0,0,2
10168,2011,49,1,3,1,1,2,1,0,0,2
10169,2011,21,1,3,1,2,2,2,0,0,2
10170,2011,35,2,3,2,1,2,2,0,0,1
10172,2011,44,1,3,1,2,2,2,0,0,2
10175,2011,26,1,3,1,1,-1,1,0,0,2
10177,2011,46,2,3,1,1,-1,1,0,0,2
10178,2011,42,2,3,2,1,1,2,0,0,2
10180,2011,45,1,3,2,1,1,1,0,0,2
10184,2011,32,2,3,2,1,2,2,0,0,1
10189,2011,40,1,3,2,1,1,1,0,0,2
10190,2011,45,1,3,2,1,2,1,0,0,2
10192,2011,44,1,3,2,2,2,1,0,0,2
10193,2011,25,1,3,2,1,2,1,0,0,2
10196,2011,32,1,3,1,1,2,1,0,0,1
10199,2011,37,1,3,2,2,1,1,0,0,2
10201,2011,27,2,3,2,1,1,1,0,0,2
10203,2011,31,2,3,2,2,2,2,0,0,2
10204,2011,48,1,3,2,1,-1,1,0,0,2
10205,2011,37,1,3,2,2,-1,1,0,0,2
10208,2011,28,2,3,2,2,-1,2,0,0,2
10212,2011,25,2,3,2,1,-1,1,0,0,1
10214,2011,45,1,3,1,1,2,1,0,0,2
10215,2011,25,1,3,1,1,2,1,0,0,1
10218,2011,26,1,3,1,1,-1,2,0,0,2
10219,2011,40,1,3,1,1,-1,1,1,8,2
10220,2011,48,1,3,1,2,1,1,0,0,2
10221,2011,38,1,3,2,2,2,2,1,8,2
10224,2011,58,1,3,2,1,-1,1,0,0,2
10228,2011,39,1,3,-1,2,-1,2,0,0,2
10229,2011,23,1,3,2,1,1,2,0,0,2
10230,2011,31,1,3,1,1,2,1,0,0,1
10232,2011,45,1,3,1,1,-1,1,0,0,2
10233,2011,23,1,3,2,2,-1,2,0,0,2
10235,2011,31,1,3,1,1,-1,1,0,0,2
10236,2011,28,1,3,2,1,1,1,0,0,1
10238,2011,40,1,3,2,1,-1,1,0,0,2
10240,2011,28,1,3,1,2,2,1,0,0,2
10242,2011,45,1,3,1,1,-1,1,0,0,1
10244,2011,24,1,3,2,2,1,1,0,0,1
10246,2011,52,1,3,1,1,2,1,0,0,2
10247,2011,44,1,3,2,1,1,1,0,0,2
10248,2011,43,2,3,2,2,1,2,0,0,2
10264,2011,59,1,3,2,2,-1,2,0,0,2
10269,2011,51,1,3,2,2,-1,1,0,0,2
10275,2011,29,1,3,2,1,-1,2,0,0,1
10277,2011,31,1,3,2,1,-1,1,0,0,2
10279,2011,35,1,3,1,1,-1,1,0,0,2
10289,2011,34,1,3,2,1,-1,1,0,0,2
10302,2011,40,1,3,1,2,2,2,0,0,2
10303,2011,24,1,3,1,2,2,2,0,0,2
10304,2011,48,1,3,1,2,2,2,0,0,2
10305,2011,53,1,3,1,2,2,1,0,0,2
10306,2011,52,1,3,1,2,2,2,0,0,2
10307,2011,24,1,3,1,2,2,2,0,0,2
10309,2011,23,1,3,1,2,1,2,0,0,2
10310,2011,20,1,3,1,2,2,2,0,0,2
10311,2011,23,1,3,1,2,2,2,0,0,2
10312,2011,34,1,3,1,2,2,2,0,0,2
10313,2011,45,1,3,1,2,2,2,0,0,2
10314,2011,28,1,3,1,2,2,2,0,0,2
10315,2011,35,1,3,1,2,2,2,0,0,2
10316,2011,49,2,3,1,2,2,2,0,0,2
10317,2011,32,1,3,-1,2,2,2,0,0,2
10319,2011,31,1,3,1,2,2,2,0,0,2
10320,2011,34,1,3,-1,2,2,2,0,0,2
10321,2011,29,1,3,1,1,2,2,0,0,2
10322,2011,45,1,3,1,1,2,2,0,0,2
10323,2011,27,1,3,1,1,2,2,0,0,2
10324,2011,52,1,3,1,1,2,2,0,0,2
10325,2011,48,1,3,1,1,2,2,0,0,2
10327,2011,35,1,3,1,-1,2,2,0,0,2
10329,2011,54,1,3,1,1,2,2,0,0,2
10330,2011,56,1,3,1,1,2,2,0,0,2
10332,2011,30,1,3,1,1,2,2,0,0,2
10334,2011,27,1,3,1,1,2,2,0,0,2
10335,2011,30,1,3,1,1,2,2,0,0,2
10336,2011,25,1,3,1,1,2,2,0,0,2
10337,2011,27,1,3,1,1,2,2,0,0,2
10338,2011,22,1,3,1,1,2,2,0,0,2
10339,2011,45,1,3,1,1,2,2,0,0,2
10340,2011,25,1,3,1,1,2,2,0,0,2
10341,2011,26,1,3,1,2,-1,2,0,0,2
10342,2011,29,1,3,-1,2,2,2,0,0,2
10343,2011,37,1,3,-1,2,2,2,0,0,2
10344,2011,38,1,3,-1,2,2,2,0,0,2
10345,2011,28,1,3,-1,2,2,1,0,0,2
10346,2011,40,1,3,2,2,2,2,0,0,2
10347,2011,27,1,3,-1,2,2,2,0,0,2
10348,2011,25,2,3,1,2,2,2,0,0,2
10349,2011,60,1,3,1,-1,2,2,0,0,2
10350,2011,38,1,3,-1,2,2,2,0,0,2
10352,2011,35,2,3,1,1,2,2,0,0,2
10353,2011,64,1,3,1,1,2,2,0,0,2
10354,2011,59,1,3,1,1,2,2,0,0,2
10355,2011,30,1,3,1,1,2,2,0,0,2
10356,2011,41,1,3,1,1,2,2,0,0,2
10357,2011,23,1,3,1,1,2,2,0,0,2
10358,2011,36,1,3,-1,-1,2,2,0,0,2
10359,2011,26,1,3,2,1,2,1,0,0,2
10360,2011,38,1,3,-1,2,2,2,0,0,2
10361,2011,28,1,3,1,2,2,2,0,0,2
10362,2011,27,1,3,-1,2,2,2,0,0,2
10363,2011,32,1,3,1,2,2,2,0,0,2
10364,2011,28,1,3,1,2,2,2,0,0,2
10366,2011,30,1,3,1,2,2,2,0,0,2
10367,2011,34,1,3,-1,2,2,2,0,0,2
10368,2011,30,1,3,-1,2,2,2,0,0,2
10369,2011,28,1,3,-1,2,2,2,0,0,2
10370,2011,30,1,3,-1,2,2,2,0,0,2
10373,2011,30,1,3,1,2,-1,1,0,0,1
10377,2011,34,2,3,2,1,1,2,0,0,2
10383,2011,24,2,3,2,2,-1,2,0,0,2
10386,2011,50,1,3,2,2,-1,2,0,0,2
10387,2011,33,1,3,1,1,1,1,0,0,2
10388,2011,25,2,3,2,2,2,2,0,0,2
10396,2011,30,1,3,1,1,2,1,1,8,2
10398,2011,53,1,3,1,1,-1,-1,0,0,2
10400,2011,35,1,3,2,2,-1,2,0,0,2
10401,2011,44,1,3,1,1,1,1,0,0,2
10402,2011,43,1,3,2,2,-1,2,0,0,2
10404,2011,59,1,3,2,2,-1,2,0,0,2
10410,2011,52,1,3,1,1,-1,2,0,0,2
10411,2011,26,2,3,2,2,2,2,0,0,2
10412,2011,45,1,3,2,1,1,1,0,0,2
10413,2011,50,1,3,1,1,1,1,0,0,2
10415,2011,31,1,3,2,1,1,1,0,0,2
10416,2011,32,2,3,2,2,-1,2,0,0,2
10418,2011,20,1,3,2,1,2,2,0,0,2
10420,2011,32,1,3,1,2,2,2,0,0,2
10423,2011,44,1,3,1,1,-1,1,0,0,2
10424,2011,39,2,3,2,2,-1,2,0,0,2
10425,2011,40,1,3,2,1,1,1,0,0,2
10426,2011,25,2,3,2,2,2,2,0,0,2
10427,2011,46,1,3,1,1,2,1,0,0,2
10429,2011,26,1,3,2,2,-1,2,0,0,2
10431,2011,37,1,3,2,1,1,1,0,0,2
10432,2011,22,1,3,2,1,1,1,0,0,2
10437,2011,48,1,3,2,2,-1,2,0,0,2
10439,2011,34,1,3,2,1,-1,1,0,0,2
10440,2011,34,2,3,1,2,2,2,0,0,2
10441,2011,63,1,3,2,2,-1,2,0,0,2
10443,2011,32,1,3,1,2,1,1,0,0,2
10444,2011,42,1,3,2,1,1,1,0,0,1
10446,2011,38,1,3,2,1,-1,2,0,0,2
10447,2011,36,2,3,2,2,1,1,0,0,2
10452,2011,24,1,6,2,1,2,2,0,0,1
10453,2011,20,1,6,2,1,1,1,0,0,1
10454,2011,40,2,6,2,2,1,2,0,0,2
10458,2011,46,1,6,2,1,2,2,0,0,1
10459,2011,55,1,6,2,1,1,1,0,0,2
10463,2011,31,1,6,1,1,-2,1,0,0,2
10465,2011,30,1,6,2,1,-1,2,0,0,1
10467,2011,36,1,6,-2,1,1,1,0,0,2
10468,2011,51,1,6,2,1,1,2,0,0,2
10469,2011,32,1,6,2,2,1,1,0,0,1
10471,2011,30,2,6,2,1,2,2,0,0,1
10474,2011,36,1,6,2,1,1,1,0,0,1
10476,2011,32,1,6,2,1,2,1,0,0,2
10478,2011,55,1,6,2,2,2,1,0,0,2
10482,2011,27,1,6,2,2,2,2,0,0,2
10485,2011,41,1,6,2,1,1,1,0,0,2
10486,2011,31,1,6,2,1,1,1,0,0,1
10487,2011,22,1,6,2,1,1,1,0,0,2
10488,2011,21,1,6,2,1,2,2,0,0,1
10489,2011,22,1,6,2,1,2,1,0,0,2
10493,2011,35,1,6,2,1,1,1,0,0,2
10495,2011,45,1,6,2,1,1,-1,0,0,2
10496,2011,57,1,6,2,-2,-2,2,0,0,2
10499,2011,18,1,6,2,1,2,1,0,0,1
10500,2011,20,1,6,2,1,2,1,0,0,2
10501,2011,32,1,6,2,1,1,1,0,0,2
10502,2011,19,2,6,2,1,1,2,0,0,1
10506,2011,38,1,6,2,1,1,2,0,0,1
10507,2011,28,1,6,2,1,2,2,0,0,2
10508,2011,49,1,6,2,1,-1,-1,0,0,2
10513,2011,35,1,6,2,1,1,2,0,0,2
10514,2011,37,1,6,2,2,1,1,0,0,2
10515,2011,27,2,6,2,1,2,2,0,0,1
10517,2011,26,1,6,2,1,2,-1,0,0,1
10518,2011,28,1,6,2,1,2,2,0,0,2
10519,2011,30,2,6,2,1,2,2,0,0,1
10523,2011,39,2,6,2,2,1,-1,0,0,2
10524,2011,32,1,6,2,1,1,1,0,0,2
10525,2011,25,1,6,2,2,1,1,0,0,2
10526,2011,36,1,6,2,2,2,1,0,0,2
10527,2011,36,1,6,2,1,2,2,0,0,1
10529,2011,23,1,6,2,1,-1,1,0,0,2
10533,2011,27,1,4,2,1,-1,1,0,0,2
10536,2011,33,2,4,2,1,2,1,0,0,2
10537,2011,35,1,4,1,2,1,2,0,0,2
10538,2011,23,1,4,2,1,1,1,0,0,1
10539,2011,27,2,4,2,1,1,1,0,0,1
10540,2011,24,1,4,2,1,2,1,0,0,1
10542,2011,25,1,4,2,-1,-1,-1,0,0,1
10543,2011,23,1,4,2,1,1,1,0,0,1
10545,2011,26,1,4,2,1,2,1,0,0,1
10546,2011,22,1,4,2,1,2,1,0,0,1
10547,2011,26,1,4,1,2,2,1,0,0,1
10548,2011,23,1,4,2,2,-1,1,0,0,1
10550,2011,25,1,4,2,1,-1,1,0,0,1
10551,2011,25,1,4,2,2,2,1,0,0,1
10552,2011,25,1,4,2,1,1,1,0,0,1
10553,2011,25,1,4,2,1,2,1,0,0,1
10555,2011,26,1,4,-1,-1,-1,2,0,0,1
10558,2011,42,1,4,2,2,-1,2,0,0,1
10559,2011,24,1,4,2,1,-1,1,0,0,1
10560,2011,24,1,4,2,1,-1,1,0,0,1
10562,2011,23,2,4,2,1,2,1,0,0,1
10563,2011,30,1,4,2,1,2,2,0,0,1
10564,2011,26,1,4,2,1,-1,2,1,8,1
10565,2011,36,1,4,2,2,1,2,0,0,1
10566,2011,23,1,4,-1,-1,-1,2,0,0,1
10567,2011,25,2,4,2,1,2,1,0,0,1
10568,2011,23,1,4,2,1,-1,-1,0,0,1
10569,2011,25,1,4,2,1,-1,1,0,0,1
10570,2011,20,1,4,2,1,-1,1,0,0,1
10571,2011,23,1,4,2,1,2,1,0,0,1
10572,2011,22,1,4,2,2,2,1,0,0,1
10574,2011,40,2,4,2,1,1,1,0,0,1
10575,2011,20,1,4,2,1,2,1,0,0,1
10576,2011,30,1,4,2,1,-1,-1,0,0,1
10577,2011,24,1,4,2,1,2,2,0,0,1
10580,2011,44,1,4,2,1,2,2,0,0,1
10582,2011,39,1,4,2,1,2,1,0,0,1
10583,2011,18,1,4,2,2,2,1,0,0,1
10587,2011,18,1,4,2,1,-1,1,0,0,1
10589,2011,19,1,4,2,1,1,1,0,0,1
10590,2011,21,1,4,2,1,-1,1,0,0,1
10591,2011,28,1,4,2,2,2,2,0,0,1
10592,2011,28,1,4,2,1,2,1,0,0,1
10593,2011,19,2,4,1,2,-1,-1,0,0,1
10595,2011,28,1,4,2,1,1,1,0,0,1
10596,2011,29,2,4,2,2,-1,2,0,0,2
10597,2011,22,1,4,2,1,2,1,0,0,1
10598,2011,25,1,4,2,1,-1,-1,0,0,1
10600,2011,27,1,4,2,1,2,2,0,0,2
10603,2011,23,1,4,2,1,-1,-1,0,0,1
10604,2011,30,1,4,-1,2,2,1,0,0,1
10608,2011,22,1,4,2,1,1,2,0,0,1
10612,2011,35,1,5,2,2,2,2,1,6,2
10613,2011,44,2,5,2,2,2,2,0,0,2
10616,2011,49,2,5,1,1,2,2,0,0,1
10620,2011,45,1,5,1,1,1,2,0,0,1
10621,2011,36,2,5,2,1,1,2,0,0,1
10623,2011,45,1,5,1,-1,2,2,0,0,2
10626,2011,23,2,5,2,1,2,2,0,0,1
10630,2011,28,1,5,2,1,2,2,0,0,1
10635,2011,32,1,5,2,2,-2,2,0,0,2
10656,2011,21,1,5,2,1,2,1,1,8,1
10659,2011,56,1,5,2,1,2,2,1,8,1
10660,2011,19,1,5,2,1,2,2,0,0,1
10662,2011,38,1,5,2,1,1,2,0,0,2
10666,2011,53,1,5,2,1,1,2,1,0,1
10669,2011,31,2,5,1,1,2,1,0,0,2
10670,2011,49,1,5,1,1,-1,2,0,0,1
10672,2011,27,2,5,1,2,1,1,0,0,2
10675,2011,22,2,5,1,1,1,2,0,0,1
10678,2011,40,1,5,2,1,1,2,1,0,1
10683,2011,31,1,5,2,1,1,2,0,0,1
10694,2011,48,1,5,-1,1,-1,2,0,0,2
10702,2011,57,1,5,1,1,-2,2,1,5,2
10703,2011,43,1,5,1,2,2,1,1,8,1
10704,2011,28,1,5,1,1,1,1,1,8,1
10705,2011,18,1,5,2,1,1,1,1,5,1
10709,2011,25,1,5,2,1,1,2,1,0,1
10712,2011,42,2,5,2,2,1,2,0,0,1
10717,2011,23,2,5,2,1,1,2,1,2,1
10720,2011,52,1,5,1,2,2,2,0,0,2
10723,2011,30,1,5,1,1,1,2,1,0,1
10725,2011,30,1,5,2,1,2,1,0,0,1
10726,2011,28,1,5,2,2,2,2,0,0,2
10727,2011,41,1,5,1,1,2,2,1,8,2
10729,2011,19,2,5,1,1,-1,2,0,0,1
10731,2011,57,1,5,2,2,2,2,0,0,2
10732,2011,25,1,5,1,2,2,2,1,2,2
10733,2011,38,1,5,2,1,1,2,0,0,1
10734,2011,40,1,5,1,1,-1,1,0,0,1
10735,2011,27,1,5,1,1,-1,2,0,0,2
10736,2011,26,1,5,2,1,2,2,0,0,1
10742,2011,40,2,5,2,2,-1,2,0,0,2
10743,2011,30,2,5,1,1,1,-1,0,0,1
10744,2011,55,1,5,2,1,1,2,1,8,2
10749,2011,47,1,5,2,1,1,2,0,0,2
10751,2011,26,1,5,2,1,1,1,0,0,1
10752,2011,62,2,5,2,1,1,2,0,0,1
10754,2011,31,1,5,1,1,2,1,0,0,1
10755,2011,42,1,5,1,1,2,1,0,0,1
10758,2011,27,1,5,1,1,-1,2,0,0,2
10760,2011,35,1,5,2,1,2,2,0,0,1
10765,2011,28,1,5,1,2,-1,1,0,0,1
10766,2011,44,1,5,1,1,1,2,0,0,1
10767,2011,43,2,5,2,2,1,2,0,0,1
10770,2011,37,1,6,2,-2,-1,2,0,0,2
10771,2011,41,1,6,2,-1,-1,2,0,0,2
10773,2011,47,1,6,2,2,1,1,0,0,2
10813,2011,29,1,6,2,-1,-1,2,0,0,2
10814,2011,39,1,6,2,-2,-1,2,0,0,2
10815,2011,41,1,6,2,2,1,2,0,0,2
10816,2011,45,1,6,2,-1,-1,1,0,0,2
10819,2011,45,1,6,2,-1,-1,2,0,0,2
10822,2011,50,1,6,2,-1,-1,2,0,0,2
10823,2011,48,1,6,2,-1,-1,2,0,0,2
10825,2011,37,1,6,2,-2,-1,1,0,0,2
10827,2011,39,1,6,2,-1,-1,2,0,0,2
10841,2011,41,1,6,2,-2,-1,1,0,0,2
10842,2011,37,1,6,2,-2,-1,2,0,0,2
10843,2011,39,1,6,2,-1,-1,1,0,0,2
10844,2011,31,1,6,2,-1,-1,2,0,0,2
10845,2011,45,1,6,2,-2,-1,2,0,0,2
10846,2011,42,1,6,2,-2,-2,1,0,0,2
10847,2011,39,1,6,2,-1,-1,2,0,0,2
10850,2011,35,1,6,2,-1,-1,2,0,0,2
10852,2011,38,1,6,2,-2,-1,2,0,0,2
10853,2011,48,1,6,2,-2,-1,2,0,0,2
10855,2011,42,1,6,2,-2,-1,1,0,0,2
10857,2011,31,1,6,2,-2,-1,2,0,0,2
10860,2011,37,1,6,2,-2,-1,2,0,0,2
10864,2011,39,1,6,2,-2,-1,1,0,0,2
10869,2011,42,1,6,2,-2,-1,2,0,0,2
10873,2011,37,1,6,2,-1,-1,2,0,0,2
10875,2011,39,1,6,2,-2,-1,1,0,0,2
10877,2011,37,1,6,2,-1,-1,2,0,0,2
10888,2011,30,1,6,2,-1,-1,1,0,0,2
10889,2011,42,1,6,2,-1,-1,2,0,0,2
10890,2011,25,1,6,2,-1,-1,2,0,0,2
10891,2011,24,1,6,2,-1,-1,2,0,0,2
10893,2011,23,1,6,2,-1,-1,2,0,0,2
10894,2011,30,1,6,2,-1,-1,2,0,0,2
10895,2011,28,1,6,2,-1,-1,2,0,0,2
10896,2011,21,1,6,2,-1,-1,2,0,0,2
10897,2011,28,1,6,2,-2,-1,2,0,0,2
10908,2011,27,1,6,-2,-1,-1,2,0,0,2
10909,2011,35,1,6,-2,-1,-1,1,0,0,2
10911,2011,28,1,6,2,-1,-1,2,0,0,2
10912,2011,35,1,6,2,-2,-1,2,0,0,2
10913,2011,39,1,6,2,-1,-1,2,0,0,2
10914,2011,46,1,6,2,-1,-1,2,0,0,2
10915,2011,41,1,6,2,-1,-1,2,0,0,2
10928,2011,18,1,4,2,2,-1,2,0,0,1
10929,2011,18,1,4,-1,1,-1,2,0,0,2
10930,2011,53,1,4,-1,-1,-1,2,0,0,2
10931,2011,32,1,4,-1,-1,-1,2,0,0,2
10932,2011,25,1,4,-1,-1,-1,2,0,0,1
10933,2011,40,1,4,-1,-1,-1,2,0,0,2
10934,2011,23,1,4,2,-1,-1,1,0,0,2
10935,2011,26,1,4,2,1,2,2,0,0,1
10936,2011,24,1,4,1,2,1,1,0,0,2
10939,2011,23,1,4,-1,1,2,1,0,0,2
10940,2011,23,1,4,2,1,-1,2,0,0,2
10941,2011,23,1,4,1,2,1,2,0,0,2
10943,2011,32,1,4,-1,-1,2,2,0,0,2
10944,2011,45,1,4,1,2,2,1,0,0,2
10945,2011,42,1,4,1,1,2,2,0,0,2
10946,2011,33,1,4,1,1,2,1,0,0,2
10947,2011,32,1,4,1,1,2,2,0,0,2
10948,2011,27,1,4,1,2,2,1,0,0,2
10950,2011,40,1,4,1,1,2,2,0,0,2
10951,2011,28,1,4,1,1,2,2,0,0,2
10952,2011,33,1,4,1,1,2,2,0,0,2
10954,2011,33,1,4,1,1,2,2,0,0,2
10955,2011,35,1,4,1,1,2,1,0,0,2
10956,2011,29,1,4,1,1,2,2,0,0,2
10957,2011,33,1,4,1,1,2,2,0,0,2
10958,2011,24,1,4,-1,2,2,1,0,0,2
10959,2011,37,1,4,1,2,2,2,0,0,2
10961,2011,31,1,4,2,2,1,2,0,0,2
10962,2011,25,1,4,2,1,2,2,0,0,2
10963,2011,31,1,4,2,2,2,1,0,0,2
10964,2011,28,1,4,2,2,2,1,1,0,2
10965,2011,28,1,4,2,2,2,2,0,0,2
10966,2011,55,1,4,2,2,2,1,0,0,2
10968,2011,24,1,4,2,2,2,1,0,0,2
10970,2011,25,1,4,2,2,2,2,0,0,1
10971,2011,28,1,4,2,2,2,2,0,0,1
10972,2011,24,1,4,1,2,2,1,0,0,1
10973,2011,22,1,4,2,1,2,1,0,0,1
10974,2011,33,1,4,2,2,2,1,0,0,2
10975,2011,30,1,4,2,2,2,1,0,0,2
10976,2011,38,1,4,2,2,2,1,0,0,2
10977,2011,32,1,4,2,-1,2,1,0,0,2
10978,2011,29,1,4,-1,-1,-1,2,0,0,2
10979,2011,25,1,4,2,-1,-1,2,0,0,2
10980,2011,22,1,4,2,1,2,2,0,0,2
10983,2011,27,1,4,-1,2,2,2,0,0,2
10984,2011,33,1,4,-1,-1,2,2,0,0,2
10985,2011,30,1,4,1,2,2,2,0,0,2
10986,2011,24,1,4,1,2,2,1,0,0,2
10987,2011,22,1,4,2,2,2,2,0,0,2
10988,2011,34,1,4,2,2,-1,2,0,0,2
10989,2011,30,1,4,2,-1,-1,2,0,0,2
10990,2011,50,1,4,2,-1,2,1,1,0,2
10994,2011,30,1,4,2,-1,-1,2,1,0,2
10995,2011,60,1,4,2,2,-1,1,0,0,2
10996,2011,30,1,4,2,2,-1,2,0,0,2
10997,2011,35,1,4,2,2,-1,2,0,0,1
10998,2011,26,2,4,2,2,-1,2,0,0,2
10999,2011,27,1,4,2,1,2,1,0,0,1
11000,2011,29,1,4,2,1,2,1,0,0,2
11003,2011,21,1,4,2,1,2,1,0,0,2
11004,2011,26,1,4,2,1,2,2,0,0,2
11005,2011,23,1,4,2,1,2,2,0,0,1
11006,2011,30,1,4,2,1,2,1,0,0,2
11007,2011,37,1,4,2,1,2,1,0,0,2
11008,2011,32,1,4,2,-1,-1,1,0,0,2
11009,2011,24,1,4,-1,-1,-1,1,0,0,2
11011,2011,22,1,4,-1,-1,-1,1,0,0,2
11012,2011,33,1,4,2,-1,-1,1,0,0,2
11013,2011,26,1,4,2,-1,-1,1,0,0,2
11014,2011,33,1,4,2,-1,-1,1,0,0,2
11015,2011,30,1,4,2,-1,-1,1,0,0,2
11016,2011,19,1,4,-1,-1,-1,1,0,0,2
11018,2011,29,1,4,-1,2,-1,1,0,0,2
11019,2011,30,1,4,-1,2,-1,1,0,0,2
11020,2011,42,1,4,-1,2,-1,1,0,0,2
11022,2011,40,1,4,2,-1,-1,1,0,0,2
11023,2011,30,1,4,2,2,-1,1,0,0,1
11024,2011,39,1,4,1,2,-1,1,0,0,2
11025,2011,42,1,4,2,2,-1,1,0,0,2
11026,2011,30,2,4,2,2,-1,1,0,0,2
11027,2011,48,1,4,2,-1,-1,1,0,0,2
11028,2011,40,1,4,2,-1,-1,1,0,0,2
11029,2011,43,1,4,2,-1,-1,1,0,0,1
11030,2011,58,1,4,2,-1,-1,1,0,0,2
11031,2011,25,1,4,2,-1,-1,1,0,0,1
11032,2011,52,1,4,2,-1,-1,2,0,0,2
11033,2011,54,1,4,2,-1,-1,1,0,0,2
11035,2011,36,1,4,1,-1,-1,2,0,0,2
11036,2011,43,1,4,2,-1,-1,2,0,0,2
11037,2011,30,1,4,2,-1,-1,2,0,0,2
11038,2011,55,1,4,-1,-1,-1,2,0,0,2
11039,2011,53,1,4,2,2,-1,1,0,0,2
11041,2011,30,1,4,-1,-1,-1,2,0,0,2
11042,2011,32,1,4,2,-1,-1,2,0,0,1
11043,2011,52,1,4,2,-1,-1,2,0,0,2
11044,2011,32,2,4,-1,-1,-1,1,0,0,2
11046,2011,36,1,4,-1,-1,-1,1,0,0,1
11052,2011,34,1,4,-1,-1,-1,1,0,0,2
11053,2011,22,1,4,-1,-1,-1,1,0,0,1
11055,2011,30,1,4,-1,-1,-1,2,0,0,2
11057,2011,28,1,4,-1,-1,-1,2,0,0,2
11058,2011,32,1,4,-1,-1,-1,2,0,0,2
11059,2011,35,1,4,-1,-1,-1,2,0,0,2
11061,2011,23,1,4,-1,-1,-1,2,0,0,2
11062,2011,22,1,4,-1,-1,-1,2,0,0,2
11063,2011,24,1,4,-1,-1,2,2,0,0,2
11064,2011,26,1,4,-1,-1,-1,2,0,0,2
11065,2011,33,1,4,-1,-1,-1,2,0,0,2
11066,2011,30,1,4,-1,-1,-1,2,0,0,2
11067,2011,48,1,4,-1,-1,-1,2,0,0,2
11068,2011,50,1,4,-1,-1,-1,2,0,0,2
11069,2011,50,1,4,-1,-1,2,2,0,0,2
11070,2011,43,1,4,-1,-1,2,1,0,0,2
11071,2011,30,1,4,-1,-1,2,1,0,0,2
11072,2011,34,1,4,-1,-1,-1,1,0,0,2
11073,2011,50,1,4,-1,-1,-1,2,0,0,2
11075,2011,55,1,4,-1,-1,-1,2,0,0,2
11076,2011,53,1,4,-1,-1,-1,2,0,0,2
11077,2011,48,1,4,-1,-1,-1,1,0,0,2
11078,2011,34,1,4,-1,-1,1,2,0,0,2
11079,2011,58,1,4,-1,-1,1,2,0,0,2
11080,2011,21,1,4,-1,-1,-1,1,0,0,2
11081,2011,46,1,4,-1,-1,-1,2,0,0,2
11082,2011,50,1,4,-1,-1,1,2,0,0,2
11083,2011,52,1,4,-1,-1,1,2,0,0,2
11085,2011,51,1,4,-1,-1,-1,1,0,0,2
11086,2011,53,1,4,-1,-1,-1,2,0,0,2
11087,2011,27,1,4,-1,-1,-1,2,0,0,2
11090,2011,23,1,3,2,1,-1,1,0,0,1
11106,2011,31,2,3,2,2,1,2,0,0,2
11107,2011,30,1,3,1,2,-1,1,0,0,2
11109,2011,24,1,3,1,1,1,1,0,0,1
11112,2011,26,2,3,2,2,-1,2,0,0,2
11115,2011,49,1,3,2,1,1,1,0,0,1
11117,2011,35,1,3,2,1,-1,2,0,0,2
11121,2011,26,1,3,2,1,-1,1,0,0,1
11126,2011,38,1,3,1,2,2,2,0,0,2
11130,2011,39,1,3,2,1,-1,1,0,0,2
11134,2011,38,1,3,2,1,-1,1,0,0,2
11135,2011,30,1,3,2,1,-1,1,0,0,2
11136,2011,32,1,3,1,1,2,1,0,0,2
11139,2011,28,1,3,2,1,1,1,0,0,2
11140,2011,43,1,3,1,2,2,1,0,0,2
11141,2011,40,1,3,1,1,-1,2,0,0,2
11143,2011,30,1,3,2,1,-1,1,1,7,1
11146,2011,35,2,3,2,2,2,1,0,0,2
11147,2011,26,1,3,2,1,1,1,0,0,2
11153,2011,35,2,3,2,1,1,2,0,0,2
11155,2011,38,1,3,2,1,-1,1,0,0,2
11156,2011,26,1,3,2,1,1,1,0,0,2
11158,2011,24,1,3,2,1,1,1,0,0,2
11160,2011,23,1,3,2,2,1,1,0,0,1
11164,2011,29,1,3,2,1,1,1,1,7,1
11166,2011,27,1,3,1,2,1,1,0,0,2
